product_id,category_name,order_id,review_id,product_name,Description,Price
1e9e8ef04dbcff4541ed26657ea517e5,perfumaria,e481f51cbdc54678b7cc49136f2d6af7,7bc2406110b926393aa56f80a40eba40,chanel,it was perfect and number one,89$
3aa071139cb16b67ca9e5dea641aaa2f,artes,53cdb2fc8bc7dce0b6741e2150273451,80e641a11e56f04c1ad469d5645fdfde,chanel,it was perfect and number one,89$
96bd76ec8810374ed1b65e291975717f,esporte_lazer,47770eb9100c2d0c44946d9cf07ec65d,228ce5500dc1d8e020d8d1322874b6f0,chanel,it was perfect and number one,89$
cef67bcfe19066a932b7673e239eb23d,bebes,949d5b44dbf5de918fe9c16f97b45f8a,e64fb393e7b32834bb789ff8bb30750e,chanel,it was perfect and number one,89$
9dc1a7de274444849c219cff195d0b71,utilidades_domesticas,ad21c59c0840e6cb83a9ceb5573f8159,f7c4243c7fe1938f181bec41a392bdeb,chanel,it was perfect and number one,89$
41d3672d4792049fa1779bb35283ed13,instrumentos_musicais,a4591c265e18cb1dcee52889e2d8acc3,15197aa66ff4d0650b5434f1b46cda19,chanel,it was perfect and number one,89$
732bd381ad09e530fe0a5f457d81becb,cool_stuff,136cce7faa42fdb2cefd53fdc79a6098,07f9bee5d1b850860defd761afa7ff16,chanel,it was perfect and number one,89$
2548af3e6e77a690cf3eb6368e9ab61e,moveis_decoracao,6514b8ad8028c9f2cc2374ded245783f,7c6400515c67679fbee952a7525281ef,chanel,it was perfect and number one,89$
37cc742be07708b53a98702e77a21a02,eletrodomesticos,76c6e866289321a7c93b82b54852dc33,a3f6f7f6f433de0aefbb97da197c554c,chanel,it was perfect and number one,89$
8c92109888e8cdf9d66dc7e463025574,brinquedos,e69bfb5eb88e0ed6a785585b27e16dbf,8670d52e15e00043ae7de4c01cc2fe06,chanel,it was perfect and number one,89$
14aa47b7fe5c25522b47b4b29c98dcb9,cama_mesa_banho,e6ce16cb79ec1d90b1da9085a6118aeb,c9cfd2d5ab5911836ababae136c3a10c,chanel,it was perfect and number one,89$
03b63c5fc16691530586ae020c345514,bebes,34513ce0c4fab462a55830c0989c7edb,96052551d87e5f62e6c9f6974ec392e9,chanel,it was perfect and number one,89$
cf55509ea8edaaac1d28fdb16e48fc22,instrumentos_musicais,82566a660a982b15fb86e904c8d32918,4b49719c8a200003f700d3d986ea1a19,chanel,it was perfect and number one,89$
7bb6f29c2be57716194f96496660c7c2,moveis_decoracao,5ff96c15d0b717ac6ad1f3d77225a350,23f75a37effc35d9a915b4e1ad483793,chanel,it was perfect and number one,89$
eb31436580a610f202c859463d8c7415,construcao_ferramentas_seguranca,432aaf21d85167c2c86ec9448c4e42cc,9a0abbb668bafb95a6d2b05db43284c4,chanel,it was perfect and number one,89$
3bb7f144022e6732727d8d838a7b13b3,esporte_lazer,dcb36b511fcac050b97cd5c05de84dc3,3948b09f7c818e2d86c9a546758b2335,chanel,it was perfect and number one,89$
6a2fb4dd53d2cdb88e0432f1284a004c,perfumaria,403b97836b0c04a622354cf531062e5f,9314d6f9799f5bfba510cc7bcd468c01,chanel,it was perfect and number one,89$
a1b71017a84f92fd8da4aeefba108a24,informatica_acessorios,116f0b09343b49556bbad5f35bee0cdf,8e15a274d95600fa14f8be64e37a0e67,chanel,it was perfect and number one,89$
a0736b92e52f6cead290e30b578413b6,moveis_decoracao,85ce859fd6dc634de8d2f1e290444043,fdbdb2629a7cde0f66657acc92084e7f,chanel,it was perfect and number one,89$
f53103a77d9cf245e579ea37e5ec51f0,cama_mesa_banho,83018ec114eee8641c97e08f7b4e926f,373cbeecea8286a2b66c97b1b157ec46,chanel,it was perfect and number one,89$
